3ww3esz,split,question_id,track,topic_area,difficulty_level,difficulty_encoded,question_text,model_answer,student_answer,label,student_word_count,model_word_count,length_ratio,max_score
S04131,train,DA014,Data Analysis,Visualization,hard,2,Explain what a box plot shows.,"A box plot displays the median, quartiles, interquartile range, and outliers of a dataset in a compact visual format.",Seaborn is built on matplotlib and provides a simpler API for statistical plots with improved default themes and color palettes.,2,20,19,1.053,10
S04677,test,FE005,Front-End,HTML,medium,1,What is the difference between div and span?,div is a block-level container for grouping elements. span is an inline container for styling inline content.,"Semantic elements like article, nav, and header communicate page structure to browsers and search engines.",2,15,17,0.882,10
S07438,test,FE004,Front-End,HTML,medium,1,What is semantic HTML?,"Semantic HTML uses meaningful tags like header, nav, article, and footer that describe content purpose, improving accessibility and SEO.",Links always open in a new tab by default.,0,9,19,0.474,10
S08241,train,FE038,Front-End,Git,easy,0,What is the difference between git commit and git push?,git commit saves changes to the local repository with a message. git push uploads those committed changes to a remote repository like GitHub.,git commit is a local operation — saves a labeled snapshot of changes to local repository. git push is a network operation — transfers committed history to the remote repository like GitHub.,2,32,23,1.391,10
S08112,train,FE031,Front-End,React,easy,0,What is React and what is it used for?,React is a JavaScript library for building user interfaces. It uses a component-based architecture and a virtual DOM to efficiently render and update UI.,"It's a declarative JavaScript library for building component-based UIs. React manages UI state efficiently through its virtual DOM, re-rendering only changed components.",2,22,24,0.917,10
S04145,train,DA014,Data Analysis,Visualization,hard,2,Explain what a box plot shows.,"A box plot displays the median, quartiles, interquartile range, and outliers of a dataset in a compact visual format.",Bar charts use rectangular bars to compare values between categories.,1,10,19,0.526,10
S03631,train,DA025,Data Analysis,SQL,medium,1,What is the purpose of GROUP BY in SQL?,"GROUP BY groups rows with the same column values so aggregate functions like COUNT, SUM, or AVG can be applied.",SQL is a desktop application you install like Microsoft Word.,0,10,20,0.5,10
S07868,test,FE007,Front-End,HTML,hard,2,What is the difference between GET and POST methods in HTML forms?,GET appends data to the URL for non-sensitive retrieval. POST sends data in the request body for sensitive or large submissions.,"Forms gather user input through fields, checkboxes, and other controls.",1,10,21,0.476,10
S02048,test,DA001,Data Analysis,Pandas,medium,1,What is a DataFrame in pandas?,"A DataFrame is a two-dimensional, size-mutable, tabular data structure with labeled axes (rows and columns) in pandas.","I think loc takes row and column labels, iloc takes integer positions.",1,12,17,0.706,10
S05508,test,FE018,Front-End,CSS,hard,2,What is a CSS pseudo-class? Give examples.,"A pseudo-class styles elements based on state, such as :hover for mouse-over, :focus for inputs, and :nth-child() for position.",IDs have higher specificity than classes — an ID selector beats any number of class selectors in the cascade.,2,19,19,1,10
S00380,train,FE023,Front-End,JavaScript,medium,1,What is the difference between == and === in JavaScript?,"== compares values with type coercion. === compares both value and type without coercion, making it stricter.",Event listeners attach handlers to elements to respond to events.,1,10,17,0.588,10
S07400,train,FE016,Front-End,CSS,medium,1,What is a CSS media query?,"A media query applies CSS styles conditionally based on device characteristics like screen width, enabling responsive design.",Absolutely positioned elements are removed from normal document flow.,1,9,17,0.529,10
S05053,test,FE010,Front-End,CSS,easy,0,What is the CSS box model?,"The CSS box model describes rectangular boxes consisting of content, padding, border, and margin from inside out.",All CSS selector types have the same specificity value.,0,9,17,0.529,10
S04043,train,DA010,Data Analysis,Visualization,easy,0,What is the difference between a bar chart and a histogram?,"A bar chart compares categorical data, while a histogram shows the distribution of continuous numerical data using bins.","Box plots show median, quartiles, and outliers.",1,7,18,0.389,10
S03767,train,FE020,Front-End,JavaScript,easy,0,"What is the difference between var, let, and const in JavaScript?",var is function-scoped and hoisted. let is block-scoped and reassignable. const is block-scoped and cannot be reassigned.,Promises allow chaining of async operations with .then() and .catch().,1,10,17,0.588,10
S06897,train,FE014,Front-End,CSS,medium,1,What is the difference between position relative and position absolute?,Relative positions an element relative to its normal position. Absolute positions it relative to its nearest positioned ancestor.,"Flexbox distributes items along a main axis (row or column) and a cross axis — great for nav bars, centering elements, and flexible layouts.",2,24,18,1.333,10
S05435,test,FE018,Front-End,CSS,hard,2,What is a CSS pseudo-class? Give examples.,"A pseudo-class styles elements based on state, such as :hover for mouse-over, :focus for inputs, and :nth-child() for position.",The cascade means higher specificity rules override lower ones.,1,9,19,0.474,10
S07447,test,FE004,Front-End,HTML,medium,1,What is semantic HTML?,"Semantic HTML uses meaningful tags like header, nav, article, and footer that describe content purpose, improving accessibility and SEO.",HTML is case-sensitive so tags must always be lowercase.,0,9,19,0.474,10
S05437,test,FE018,Front-End,CSS,hard,2,What is a CSS pseudo-class? Give examples.,"A pseudo-class styles elements based on state, such as :hover for mouse-over, :focus for inputs, and :nth-child() for position.",The display:none property makes elements invisible but still takes space.,0,10,19,0.526,10
S05101,test,FE010,Front-End,CSS,easy,0,What is the CSS box model?,"The CSS box model describes rectangular boxes consisting of content, padding, border, and margin from inside out.","Viewport units (vw, vh) are relative to the parent element.",0,10,17,0.588,10
S00382,train,FE023,Front-End,JavaScript,medium,1,What is the difference between == and === in JavaScript?,"== compares values with type coercion. === compares both value and type without coercion, making it stricter.",JavaScript is a compiled language like C++ or Java.,0,9,17,0.529,10
S01311,train,FE019,Front-End,JavaScript,easy,0,What is JavaScript?,"JavaScript is a scripting language that adds interactivity, dynamic behavior, and logic to web pages, running in the browser.",async/await makes async code look and behave like synchronous code. async marks the function; await pauses execution until a Promise resolves.,2,21,19,1.105,10
S07372,train,FE016,Front-End,CSS,medium,1,What is a CSS media query?,"A media query applies CSS styles conditionally based on device characteristics like screen width, enabling responsive design.",CSS custom properties cascade like regular CSS properties only downward.,0,10,17,0.588,10
S02556,train,DA005,Data Analysis,Pandas,medium,1,What is the difference between loc and iloc in pandas?,loc uses label-based indexing while iloc uses integer position-based indexing to select rows and columns.,"A DataFrame has an index (row labels), columns (column labels), and the underlying data — all accessible through a unified API.",2,21,15,1.4,10
S05709,train,FE021,Front-End,JavaScript,easy,0,What is the DOM?,The DOM is a tree-like representation of an HTML document that JavaScript manipulates to change content and structure.,var is function-scoped and can be redeclared. let is block-scoped and can be reassigned. const is block-scoped and cannot be reassigned after declaration.,2,23,18,1.278,10
S01223,train,FE019,Front-End,JavaScript,easy,0,What is JavaScript?,"JavaScript is a scripting language that adds interactivity, dynamic behavior, and logic to web pages, running in the browser.",async functions always return a Promise.,1,6,19,0.316,10
S01464,train,FE013,Front-End,CSS,medium,1,What is CSS Grid?,CSS Grid is a two-dimensional layout system for defining rows and columns to place and align elements in a grid.,"In CSS specificity, IDs outrank classes which outrank element selectors. This determines which rules win in conflicts.",2,17,20,0.85,10
